7.3	18.05
17	17
9.7	7.85
7	7.77553909871
4.6	6.75
14.5	14.0882358122
7.3	7.54180052928
10.1	9.15
27.8	17.55
14.6	14.0946832779
3.88	5.23497882951
41.4	23.2
4	5.26666666667
8	6.8
10.5	6.49999999999
9	7.1
14.9	28.3
11.2	13.2514099538
2.3	4
6.2	7.60695529715
10.1	8.53333333333
12.1	7.8
8.9	6.4
3.4	8.03333333333
11.2	7.4900028535
6.3	7.5
8.2	5.5
4.2	6.22293526707
11.7	12.55
6.6	9.36666666667
23.3	13.95
7.4	6.7
8.2	8.88450231824
13	12.5
9.7	13.4
11.3	11.5
29.5	27.1
8.3	10.4
5.5	7
9.6	8.76775278389
10.7	7.33641989223
6.5	10.1
6.8	11.6
13.3	6.95
8.1	12.4
11.8	12.5737085703
8.8	8.8
6.5	6.06666666667
13.2	10.3
5.7	5.35
6.3	6.65554037499
5	9.1
18.7	9.9038947244
24.5	15.9
1.5	3.35
4.3	8.55
21.8	22.05
7.2	8.7
3.6	3.31741899163
24	8.25
9.7	6.1
7.9	9.66666666667
6.5	6.16666666666
16.8	15
34	25
5.6	9.85
17.8	6.7
14.6	7.1
13.8	14.75
7	8.25
6.9	13.2
4.8	5.74764504226
5	3.95
9.7	9.16564972834
7.3	5.55
5.8	5.76666666667
12.4	11.5
6	8.10554572723
17.6	10.9
5.3	4.15
1.6	2.18539281548
6	29
14.6	7.95
8	7.9
9.29	16.52
10.5	15.3666666667
125.7	19.05
15.7	21.7735285109
4.1	5.34479788425
15.5	9.05
36.6	22.05
31.3	24.1333333333
11.7	8.4
10.7	7.81428571429
3.2	2.9600211498
10.2	9.73225423235
8.1	10
6.8	9.2
13.1	7.49999999999
6.5	19.6
5.6	7.65
11.1	9.4
6.9	10
9.5	5.9
17	8.59999999998
9.4	9.4
2.38	5.605
7	6.23333333333
4.5	3.85
32	53
13	7.8
6.3	2.6
7.3	7.6
4.8	9.5
27	10.45
14.7	12.3
13.9	11.05
7.5	9.68448854059
25.6	17.1
13.1	8.6
19	20
9	9.18365857668
2.7	3.83333333333
4.8	7.7
8.62	8.71288713786
10.4	11.35
10.6	8.03087219002
10.8	11.0333333333
22.4	25.4457736303
33.4	29
17.2	17.2666666667
21.7	11.8
13.9	15.25
9.7	9.00522706868
16.4	14.9450024087
4.2	22.941446717
22.29167	12.9438260464
15.2	16.6
14.9	13.3101204989
9.5	6.83033657842
16.3	16.5068473277
9	8.31820101926
17.33333	18.5625
10.2	9.8
18.3	28.1338769429
8.8	12.35
21.7	16.45
8.4	7.8
7.8	9.4
7.6	8.35
6.1	7.45
9.2	10.5
26.1	39.15
4.7	4.2
13.5	8.7
9.2	9.45
56	43
9.7	9.15
16.6	4.8
8.1	8.65
25	23.4
10.6	8
8.5	8.15
39	50
8.3	11.1
22.2	21.7286161043
4	6.15
6.2	11.6423692609
14.6	9.3
5.5	6.1
6	7.3385744369
10.8	9.35
6.5	8.25
6.2	3.15
8.8	10.0254843642
14.9	10.5666666667
25	22
21.2	18.1
9	7.1
18.58333	17.1449493408
15.3	6.14421023685
12.1	10.4
10	25.5
6.6	6.16666666667
19	12.3
10.1	14.15
8.6	8.4
6.3	8.2
13	15.675
16.3	19.95
18.6	31.6
6.1	5.6
6	6.81865515896
9.2	8.5
2.8	3.75
20.4	19.85
2.1	7.46666666667
12.1	14.0090819511
12.7	4.3
9.8	9.13654626877
8.4	11.15
8.2	6.36666666667
12.7	9.11619141412
10.1	12.4
10.9	9.5
9.2	12.25
13.3	12.6907372766
6.7	7.5644673678
11	7.8
11.9	14.0142548894
4.2	6.53333333333
4.8	3
27	34.3333333333
26.66667	27.3806435574
4.7	4.58872339019
12.7	10.15
20.7	18.8116250368
8.2	12.05
8.9	8.15
4.7	14.1666666667
10	18.6
4	4.69399294798
10.5	12.55
8.9	10.2
8.5	11.65
6.25	6.833335
12.6	12.6
0.012	0.0184999999999
8.1	8.56593476083
36.4	29.8
25	5.8
8.8	10.1675480211
29.845	44.9941633333
5.9	5.837507486
19	31
24.3	22.92
7.8	12.34
19.5	13.65
12	16.5
8	7.4
6.8	7.3
3.1	2.93055033094
8.1	4.55
12.1	11.1
8.2	6.65
10	9.95
4.7	13.4037855315
10.5	11.32883143
7	8.125
3	4.2
5	4.66666666667
17.4	14.7666666667
3.3	3.97495519543
17	16
9	15.4
