0.1	3.77993036087	98.0982505107	9.47780741143	2.97874397109	4356.73936668	22.0098562421	297.874397109	43567393.6668	2200.98562421
0.2	3.77993036087	98.0982505107	9.47780741143	2.97874397109	4356.73936668	22.0098562421	297.874397109	43567393.6668	2200.98562421
0.3	3.77993036087	98.0982505107	9.47780741143	2.97874397109	4356.73936668	22.0098562421	297.874397109	43567393.6668	2200.98562421
0.4	3.77993036087	98.0982505107	9.47780741143	2.97874397109	4356.73936668	22.0098562421	297.874397109	43567393.6668	2200.98562421
0.5	3.77993036087	98.0982505107	9.47780741143	2.97874397109	4356.73936668	22.0098562421	297.874397109	43567393.6668	2200.98562421
0.6	3.77993036087	98.0982505107	9.47780741143	2.97874397109	4356.73936668	22.0098562421	297.874397109	43567393.6668	2200.98562421
0.7	3.77993036087	98.0982505107	9.47780741143	2.97874397109	4356.73936668	22.0098562421	297.874397109	43567393.6668	2200.98562421
0.8	3.77993036087	98.0982505107	9.47780741143	2.97874397109	4356.73936668	22.0098562421	297.874397109	43567393.6668	2200.98562421
0.9	3.77993036087	98.0982505107	9.47780741143	2.97874397109	4356.73936668	22.0098562421	297.874397109	43567393.6668	2200.98562421
1	3.77993036087	98.0982505107	9.47780741143	2.97874397109	4356.73936668	22.0098562421	297.874397109	43567393.6668	2200.98562421
