1e-10	3.95900491472	101.873313983	9.65564852247	3.35390856742	5977.55035689	25.6907873476	335.390856742	59775503.5689	2569.07873476
1.20315418254e-10	3.95860684054	101.885865525	9.65496250885	3.36063193092	6053.75251548	25.8452456462	336.063193092	60537525.1548	2584.52456462
1.44757998696e-10	3.95884661753	101.79820774	9.65133647638	3.36519876136	6059.96476122	25.8580493205	336.519876136	60599647.6122	2585.80493205
1.74166191586e-10	3.96005593786	101.795921191	9.65208973141	3.35517588157	6011.69767539	25.7584272943	335.517588157	60116976.7539	2575.84272943
2.09548781863e-10	3.95741453795	101.732529077	9.64776903915	3.36913640242	6080.23918688	25.898296718	336.913640242	60802391.8688	2589.8296718
2.52119493344e-10	3.95712004938	101.821666783	9.65195181604	3.37315939582	6095.57909024	25.9292247979	337.315939582	60955790.9024	2592.92247979
3.03338622916e-10	3.95711286986	101.775537873	9.6479961895	3.3636892677	6056.47235439	25.8502805102	336.36892677	60564723.5439	2585.02805102
3.64963132887e-10	3.958644447	101.858591927	9.65323518929	3.35668066733	6031.77769015	25.8005160232	335.668066733	60317776.9015	2580.05160232
4.39106919805e-10	3.95744486707	101.77845558	9.65017442841	3.35959010758	6047.96163794	25.832748982	335.959010758	60479616.3794	2583.2748982
5.28313327144e-10	3.95812649227	101.720695947	9.64851988286	3.36031363314	6038.26380047	25.8128108489	336.031363314	60382638.0047	2581.28108489
6.35642389243e-10	3.95866413088	101.922968207	9.65792782273	3.37421399247	6098.35811579	25.9367858395	337.421399247	60983581.1579	2593.67858395
7.64775799215e-10	3.95885695216	101.844829729	9.65328111737	3.36175850995	6044.76331205	25.8266942959	336.175850995	60447633.1205	2582.66942959
9.20143201528e-10	3.9583981834	101.841142735	9.65316415889	3.35854493436	6043.17671244	25.8219789675	335.854493436	60431767.1244	2582.19789675
1.10707414145e-09	3.9577772582	101.783214637	9.64796102888	3.37451753457	6098.17604909	25.9350188423	337.451753457	60981760.4909	2593.50188423
1.33198088367e-09	3.9588042231	101.750401636	9.64839255944	3.36428942714	6005.58945275	25.7458931912	336.428942714	60055894.5275	2574.58931912
1.60257837124e-09	3.95872709552	101.843772381	9.65309456178	3.35701050152	6033.4989021	25.8035056897	335.701050152	60334989.021	2580.35056897
1.9281488702e-09	3.95697706879	101.745924591	9.64914549564	3.3605080504	6053.75196871	25.8450993795	336.05080504	60537519.6871	2584.50993795
2.31986037774e-09	3.9579121334	101.723616037	9.64785743121	3.36667479729	6060.5698557	25.8588592988	336.667479729	60605698.557	2585.88592988
2.79114971638e-09	3.95810325253	101.829343475	9.65284070454	3.35962308023	6050.49404993	25.8382725658	335.962308023	60504940.4993	2583.82725658
3.35818345534e-09	3.95862855743	101.818122718	9.65152233526	3.36048139561	6043.49912485	25.8240780716	336.048139561	60434991.2485	2582.40780716
4.04041247002e-09	3.95826677322	101.746489286	9.6494604444	3.35667924755	6031.77635223	25.8001774851	335.667924755	60317763.5223	2580.01774851
4.86123916248e-09	3.95907806736	101.887199088	9.65438947969	3.36238119665	6051.72164252	25.840956152	336.238119665	60517216.4252	2584.0956152
