0.1	3.12603485274	72.9443395356	8.36676455515	2.66781593478	4440.51402624	62.7744997736
0.101	3.12560941591	72.9371049441	8.36627028192	2.66778272819	4440.51399544	62.7744877931
0.102	3.1249747119	72.9320908771	8.36592752074	2.66770469115	4440.51391379	62.7744560248
0.103	3.12453901128	72.9305155896	8.36581980105	2.667621491	4440.51361862	62.7743411194
0.104	3.1239914244	72.9239035854	8.36536749256	2.66754337116	4440.51317551	62.7741684317
0.105	3.12441885547	72.9504741573	8.36718341623	2.66757022881	4440.51323355	62.7741910633
0.106	3.12408681815	72.9475986135	8.36698710903	2.6675331502	4440.51320718	62.7741807834
0.107	3.12351876333	72.9418400841	8.36659382831	2.66747508783	4440.513261	62.7742017671
0.108	3.12271909602	72.9284698922	8.36567989059	2.66735208939	4440.51289468	62.7740588666
0.109	3.12246699039	72.9268247676	8.36556735688	2.6673142267	4440.51276077	62.7740065872
0.11	3.12195694641	72.9237993011	8.36536035653	2.66724599416	4440.51271471	62.7739886027
0.111	3.12102383412	72.9115904219	8.36452443688	2.66708042354	4440.50826152	62.772237518
0.112	3.12065067572	72.9088375549	8.36433582079	2.6670471447	4440.50825037	62.7722331014
0.113	3.11965817113	72.8988595638	8.36365175737	2.66687185746	4440.5074226	62.7719049106
0.114	3.11919268387	72.8949401037	8.36338287439	2.66683140841	4440.50735797	62.7718792508
0.115	3.11840415023	72.8894877417	8.3630086661	2.66673858897	4440.507236	62.7718308122
0.116	3.11828832526	72.8864930904	8.3628030544	2.66669179813	4440.50681079	62.7716617914
0.117	3.11772839661	72.8805375861	8.36239397892	2.6665422887	4440.50539282	62.7710965116
0.118	3.11727332572	72.8754463965	8.36204408964	2.66649388776	4440.5053548	62.7710813166
0.119	3.11691280562	72.87296055	8.36187319	2.66644329765	4440.5052898	62.7710553401
0.12	3.11688543561	72.8730601326	8.36188003698	2.66644286362	4440.50528112	62.7710518709
0.121	3.11671806073	72.8740393273	8.36194735987	2.66643298364	4440.5055155	62.7711455195
0.122	3.11628945873	72.8706082835	8.36171143687	2.66636502797	4440.50539772	62.7710984681
0.123	3.11583522505	72.8669656199	8.3614608788	2.66629452521	4440.50528823	62.7710547141
0.124	3.11515973259	72.8578278262	8.36083196161	2.66628644747	4440.50592464	62.7713088233
0.125	3.11463199732	72.8555864037	8.36067761039	2.66619599812	4440.50577954	62.7712509296
0.126	3.11449758336	72.8549698183	8.36063514468	2.66618198726	4440.50578162	62.7712517598
0.127	3.11410822593	72.8521067928	8.3604379287	2.66614289967	4440.5057481	62.7712383851
0.128	3.11341973546	72.8474137955	8.36011454142	2.66606950658	4440.50566583	62.7712055457
0.129	3.11302240301	72.8415201078	8.35970821206	2.66600243983	4440.50552771	62.7711503925
0.13	3.11238037903	72.8351541358	8.35926906597	2.66593962141	4440.50577318	62.7712483945
0.131	3.1117687043	72.8317473835	8.35903394741	2.66580201874	4440.50542631	62.7711098904
0.132	3.1112416239	72.8266141951	8.35867953388	2.66574500124	4440.50535511	62.7710814434
0.133	3.11111453785	72.8270940287	8.35871267064	2.66566877087	4440.50502476	62.7709493617
0.134	3.11059607739	72.8212059549	8.35830594202	2.66561687904	4440.50496767	62.7709265224
0.135	3.11004065244	72.8168622826	8.35800574894	2.66552553155	4440.50475309	62.7708406401
0.136	3.10938525841	72.8080767612	8.3573981966	2.66542714176	4440.50454466	62.7707571627
0.137	3.10878855992	72.801528682	8.35694503952	2.66534496227	4440.50439283	62.7706963162
0.138	3.10809713624	72.7945159183	8.35645940864	2.6652818492	4440.50433182	62.7706718599
0.139	3.10782737957	72.7920108778	8.35628585644	2.66524131855	4440.50408078	62.7705711722
0.14	3.10767109532	72.7903654614	8.35617183731	2.6652066517	4440.50400146	62.7705393423
0.141	3.10724186328	72.7881036184	8.35601507348	2.66512719604	4440.50386447	62.7704843506
0.142	3.10698799955	72.7851564654	8.35581076105	2.66510216309	4440.50381679	62.7704652053
0.143	3.10627048264	72.7757502051	8.35515828114	2.66501252559	4440.5036362	62.77039266
0.144	3.10598589925	72.7737784873	8.35502143494	2.66498760193	4440.50363161	62.770390815
0.145	3.10569252122	72.771853857	8.35488783174	2.66494874936	4440.5035905	62.770374297
0.146	3.10576957997	72.7775803949	8.3552852814	2.66492852893	4440.50355111	62.7703584674
0.147	3.10517677149	72.7710401901	8.35483134149	2.66484042211	4440.5034014	62.7702982799
0.148	3.10508147733	72.773556548	8.35500602971	2.66481280494	4440.50341209	62.7703025773
0.149	3.10452103972	72.7672715446	8.35456963887	2.66473762553	4440.50327537	62.7702475896
0.15	3.10406882028	72.763383038	8.35429951307	2.66469338509	4440.5032476	62.7702364174
0.151	3.10369430432	72.7621628683	8.35421472974	2.66463351762	4440.50316458	62.7702030117
0.152	3.10379153913	72.7675734202	8.35459060525	2.66461099673	4440.5031452	62.7701952136
